code,parent_code,level,name,description,default_unit
M_Oil_rape,fm,1,oil of rapeseed or canola oil (market for),"oil of rapeseed or canola oil, (market for)",tonnes
M_Oil_rice,fm,1,oil of rice bran (market for),"oil of rice bran, (market for)",tonnes
M_Oil_saff,fm,1,oil of safflower seed (market for),"oil of safflower seed, (market for)",tonnes
M_Oil_sesa,fm,1,oil of sesame seed (market for),"oil of sesame seed, (market for)",tonnes
M_Oil_soyb,fm,1,oil of soybeans (market for),"oil of soybeans, (market for)",tonnes
M_Oil_sunf,fm,1,oil of sunflower seed (market for),"oil of sunflower seed, (market for)",tonnes
M_Oils_nes,fm,1,animal oils and fats nes (market for),"animal oils and fats nes, (market for)",tonnes
M_Oilss,fm,1,oilseeds nes (market for),"oilseeds nes, (market for)",tonnes
M_Okraa,fm,1,okra (market for),"okra, (market for)",tonnes
M_Olivs,fm,1,olives (market for),"olives, (market for)",tonnes
M_Onion,fm,1,"onions, shallots (green) (market for)","onions, shallots (green), (market for)",tonnes
M_Onioy,fm,1,"onions, dry (market for)","onions, dry, (market for)",tonnes
M_Orans,fm,1,oranges (market for),"oranges, (market for)",tonnes
M_Othanpr,fm,1,other animal products (market for),"other animal products, (market for)",tonnes
M_P2O5fert,fm,1,"phosphatic fertilizer, (market for)","phosphatic fertilizer, (market for)",tonnes
M_PADF,fm,1,public administration and defence services; compulsory social security services (market for),"public administration and defence services; compulsory social security services, (market for)",Meuro
M_PAPE_01_RES,fm,1,paper and paper products - residual (market for),paper and paper products - residual (market for),tonnes
M_PAPR,fm,1,recycling of paper (market for),"recycling of paper, (market for)",tonnes
M_PARW,fm,1,paraffin waxes (market for),"paraffin waxes, (market for)",tonnes
M_PATF,fm,1,patent fuel (market for),"patent fuel, (market for)",tonnes
M_PA_OTHE,fm,1,other disposal of paper (market for),"other disposal of paper, (market for)",tonnes
M_PEAT,fm,1,peat (market for),"peat, (market for)",tonnes
M_PETC,fm,1,petroleum coke (market for),"petroleum coke, (market for)",tonnes
M_PK_fert,fm,1,"pk_fertilizers, (market for)","pk_fertilizers, (market for)",tonnes
M_PLAS,fm,1,"plastics, basic (market for)","plastics, basic, (market for)",tonnes
M_PLAW,fm,1,recycling of plastic and rubber (market for),"recycling of plastic and rubber, (market for)",tonnes
M_PL_OTHE,fm,1,other disposal of plastic and rubber (market for),"other disposal of plastic and rubber, (market for)",tonnes
M_PM_INCI,fm,1,incineration with energy recovery of precious metals(market for),incineration with energy recovery of precious metals(market for),tonnes
M_PM_LAND,fm,1,landfill of precious metals(market for),landfill of precious metals(market for),tonnes
M_POWD,fm,1,distribution and trade services of electricity (excl the electricity) (market for),"distribution and trade services of electricity (excl the electricity), (market for)",Meuro
M_POWT,fm,1,"transmission service for high-voltage electricity, (market for)","transmission service for high-voltage electricity, (market for)",Meuro
M_PREM,fm,1,precious metals (market for),"precious metals, (market for)",tonnes
M_PREO,fm,1,precious metal ores and concentrates (market for),"precious metal ores and concentrates, (market for)",tonnes
M_PREW,fm,1,recycling of precious metals (market for),"recycling of precious metals, (market for)",tonnes
M_PRHH,fm,1,"private households with employed persons (maids, cooks, waiters, gardeners, gatekeepers, chauffeurs etc), (market for)","private households with employed persons (maids, cooks, waiters, gardeners, gatekeepers, chauffeurs etc), (market for)",Meuro
M_PTEL,fm,1,post and telecommunication services (market for),"post and telecommunication services, (market for)",Meuro
M_PULP,fm,1,pulp (market for),"pulp, (market for)",tonnes
M_Papas,fm,1,papayas (market for),"papayas, (market for)",tonnes
M_Pasty,fm,1,pastry (market for),"pastry, (market for)",tonnes
M_Peacs,fm,1,peaches and nectarines (market for),"peaches and nectarines, (market for)",tonnes
M_Peanr,fm,1,peanut butter (market for),"peanut butter, (market for)",tonnes
M_Pears,fm,1,pears (market for),"pears, (market for)",tonnes
M_Peasn,fm,1,"peas, green (market for)","peas, green, (market for)",tonnes
M_Peasy,fm,1,"peas, dry (market for)","peas, dry, (market for)",tonnes
M_Pepp,fm,1,pepper (market for),"pepper, (market for)",tonnes
M_Peppt,fm,1,"peppermint, spearmint (market for)","peppermint, spearmint, (market for)",tonnes
M_Perss,fm,1,persimmons (market for),"persimmons, (market for)",tonnes
M_Pfert,fm,1,phosphatic fertilizer (market for),"phosphatic fertilizer, (market for) (deprecated)",tonnes
M_Piges,fm,1,pigeon peas (market for),"pigeon peas, (market for)",tonnes
M_Pigmeat,fm,1,meat from pig (live) (market for),"meat from pig (live), (market for)",tonnes
M_Pined,fm,1,"pineapples, canned (market for)","pineapples, canned, (market for)",tonnes
M_Pines,fm,1,pineapples (market for),"pineapples, (market for)",tonnes
M_Pists,fm,1,pistachios (market for),"pistachios, (market for)",tonnes
M_Plans,fm,1,plantains (market for),"plantains, (market for)",tonnes
M_Plum,fm,1,"plums, dried (market for)","plums, dried, (market for)",tonnes
M_Plums,fm,1,plums (market for),"plums, (market for)",tonnes
M_Polmeat,fm,1,poultry meat (market for),"poultry meat, (market for)",tonnes
M_Poppd,fm,1,poppy seed (market for),"poppy seed, (market for)",tonnes
M_Pork_ges,fm,1,"pork meat processed, sausage (market for)","pork meat processed, sausage, (market for)",tonnes
M_Pork_ham,fm,1,"pork meat processed, bacon and ham (market for)","pork meat processed, bacon and ham, (market for)",tonnes
M_Pork_ons,fm,1,"pork meat processed, meat preparations (market for)","pork meat processed, meat preparations, (market for)",tonnes
M_Potan,fm,1,frozen potatoes (market for),"frozen potatoes, (market for)",tonnes
M_Potas,fm,1,potatoes (market for),"potatoes, (market for)",tonnes
M_Pulss,fm,1,pulses nes (market for),"pulses nes, (market for)",tonnes
M_Pumps,fm,1,"pumpkins, squash and gourds (market for)","pumpkins, squash and gourds, (market for)",tonnes
M_Pyred,fm,1,"pyrethrum, dried flowers (market for)","pyrethrum, dried flowers, (market for)",tonnes
M_Quina,fm,1,quinoa (market for),"quinoa, (market for)",tonnes
M_Quins,fm,1,quinces (market for),"quinces, (market for)",tonnes
M_RATV,fm,1,"radio, television and communication equipment and apparatus (market for)","radio, television and communication equipment and apparatus, (market for)",tonnes
M_REAL,fm,1,real estate services (market for),"real estate services, (market for)",Meuro
M_RECR,fm,1,"recreational, cultural and sporting services (market for)","recreational, cultural and sporting services, (market for)",Meuro
M_REFF,fm,1,refinery feedstocks (market for),"refinery feedstocks, (market for)",tonnes
M_RESD,fm,1,research and development services (market for),"research and development services, (market for)",Meuro
M_RGAS,fm,1,refinery gas (market for),"refinery gas, (market for)",tonnes
M_RUBP_01_RES,fm,1,"rubber and plastic products - residual, (market for)","rubber and plastic products - residual, (market for)",tonnes
M_RYMS,fm,1,services relating to the collection and sorting of scrap/secondary materials (excl the material) (market for),"services relating to the collection and sorting of scrap/secondary materials (excl the material), (market for)",Meuro
M_Raiss,fm,1,raisins (market for),"raisins, (market for)",tonnes
M_Ramie,fm,1,ramie (market for),"ramie, (market for)",tonnes
M_Raped,fm,1,rapeseed or colza seed (market for),"rapeseed or colza seed, (market for)",tonnes
M_Rasps,fm,1,raspberries (market for),"raspberries, (market for)",tonnes
M_Rice_brok,fm,1,"rice, broken (market for)","rice, broken, (market for)",tonnes
M_Rice_husk,fm,1,"rice, husked (market for)","rice, husked, (market for)",tonnes
M_Rice_milhusk,fm,1,"rice, milled (husked) (market for)","rice, milled (husked), (market for)",tonnes
M_Rice_mill,fm,1,"rice, milled (market for)","rice, milled, (market for)",tonnes
M_Ricey,fm,1,"rice, paddy (market for)","rice, paddy, (market for)",tonnes
M_Roots,fm,1,roots and tubers nes (market for),"roots and tubers nes, (market for)",tonnes
M_Rubber,fm,1,natural rubber (market for),"natural rubber, (market for)",tonnes
M_Ryee,fm,1,rye (market for),"rye, (market for)",tonnes
M_SDCL,fm,1,sand and clay (market for),"sand and clay, (market for)",tonnes
M_SE_INCI,fm,1,incineration with energy recovery of sewage (market for),"incineration with energy recovery of sewage, (market for)",tonnes
M_SE_INCI_no_recov,fm,1,incineration of sewage (market for),"incineration of sewage, (market for)",tonnes
M_SE_LAND,fm,1,landfill of sewage (market for),"landfill of sewage, (market for)",tonnes
M_SE_OTHE,fm,1,other disposal of sewage (market for),"other disposal of sewage, (market for)",tonnes
M_SE_RECY,fm,1,recycling of sewage (market for),"recycling of sewage, (market for)",tonnes
M_SE_biog,fm,1,biogasification and land application (market for),"biogasification and land application, (market for)",tonnes
M_SE_wwater,fm,1,provision of waste water services for sewage (market for),"provision of waste water services for sewage, (market for)",tonnes
M_SHEET_PA,fm,1,"paper sheet, (market for)","paper sheet, (market for)",tonnes
M_SHEET_PAPL,fm,1,"paper sheet, with plastic foil, (market for)","paper sheet, with plastic foil, (market for)",tonnes
M_SHEET_PAPLAL,fm,1,"paper sheet, with plastic and aluminium foil, (market for)","paper sheet, with plastic and aluminium foil, (market for)",tonnes
M_STEL,fm,1,basic iron and steel and of ferro-alloys and first products thereof (market for),"basic iron and steel and of ferro-alloys and first products thereof, (market for)",tonnes
M_STEW,fm,1,recycling of steel (market for),"recycling of steel, (market for)",tonnes
M_STON,fm,1,stone (market for),"stone, (market for)",tonnes
M_ST_INCI,fm,1,incineration with energy recovery of steel (market for),"incineration with energy recovery of steel, (market for)",tonnes
M_ST_INCI_no_recov,fm,1,incineration without energy recovery of steel (market for),"incineration without energy recovery of steel, (market for)",tonnes
M_ST_LAND,fm,1,landfill of steel (market for),"landfill of steel, (market for)",tonnes
M_ST_OTHE,fm,1,other disposal of steel (market for),"other disposal of steel, (market for)",tonnes
M_SUBC,fm,1,sub-bituminous coal (market for),"sub-bituminous coal, (market for)",tonnes
M_Saffd,fm,1,safflower seed (market for),"safflower seed, (market for)",tonnes
M_Sesad,fm,1,sesame seed (market for),"sesame seed, (market for)",tonnes
M_Shemeat,fm,1,meat from sheep (live) (market for),"meat from sheep (live), (market for)",tonnes
M_Shemilk,fm,1,milk raw from sheep (market for),"milk raw from sheep, (market for)",tonnes
M_Silk_ree,fm,1,"cocoons, reelable (market for)","cocoons, reelable, (market for)",tonnes
M_Silkw,fm,1,"silk, raw (market for)","silk, raw, (market for)",tonnes
M_Sisal,fm,1,sisal (market for),"sisal, (market for)",tonnes
M_Snaia,fm,1,snails and sea snails (market for),"snails and sea snails, (market for)",tonnes
M_Sorgm,fm,1,sorghum (market for),"sorghum, (market for)",tonnes
M_Soyace,fm,1,soya sauce (market for),"soya sauce, (market for)",tonnes
M_Soyate,fm,1,soya paste (market for),"soya paste, (market for)",tonnes
M_Soybs,fm,1,soybeans (market for),"soybeans, (market for)",tonnes
M_Spics,fm,1,spices nes (market for),"spices nes, (market for)",tonnes
M_Spinh,fm,1,spinach (market for),"spinach, (market for)",tonnes
M_Starch_cass,fm,1,starch of cassava (market for),"starch of cassava, (market for)",tonnes
M_Starch_maiz,fm,1,starch of maize (market for),"starch of maize, (market for)",tonnes
M_Starch_pota,fm,1,starch of potatoes (market for),"starch of potatoes, (market for)",tonnes
M_Starch_rice,fm,1,starch of rice (market for),"starch of rice, (market for)",tonnes
M_Starch_whea,fm,1,starch of wheat (market for),"starch of wheat, (market for)",tonnes
M_Stras,fm,1,strawberries (market for),"strawberries, (market for)",tonnes
M_Stris,fm,1,string beans (market for),"string beans, (market for)",tonnes
M_Sugacrs,fm,1,sugar crops nes (market for),"sugar crops nes, (market for)",tonnes
M_Sugae,fm,1,sugar cane (market for),"sugar cane, (market for)",tonnes
M_Sugar_nc,fm,1,"sugar, non-centrifugal, (market for)","sugar, non-centrifugal, (market for)",tonnes
M_Sugar_rc,fm,1,"sugar, raw centrifugal (market for)","sugar, raw centrifugal, (market for)",tonnes
M_Sugarn,fm,1,sugar and syrups nes (market for),"sugar and syrups nes, (market for)",tonnes
M_Sugat,fm,1,sugar beet (market for),"sugar beet, (market for)",tonnes
M_Sunfd,fm,1,sunflower seed (market for),"sunflower seed, (market for)",tonnes
M_Sweed,fm,1,"sweet corn, prepared or preserved (market for)","sweet corn, prepared or preserved, (market for)",tonnes
M_Sween,fm,1,"sweet corn, frozen (market for)","sweet corn, frozen, (market for)",tonnes
M_Swees,fm,1,sweet potatoes (market for),"sweet potatoes, (market for)",tonnes
M_TAIR,fm,1,air transport services (market for),"air transport services, (market for)",Meuro
M_TAUX,fm,1,supporting and auxiliary transport services; travel agency services (market for),"supporting and auxiliary transport services; travel agency services, (market for)",Meuro
M_TDFU,fm,1,retail trade services of motor fuel (market for),"retail trade services of motor fuel, (market for)",Meuro
M_TDMO,fm,1,"sale, maintenance and repair of motor vehicles (market for)","sale, maintenance and repair of motor vehicles, (market for)",Meuro
M_TDRT,fm,1,"retail trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (market for)","retail trade services, except of motor vehicles and motorcycles; repair services of personal and household goods, (market for)",Meuro
M_TDWH,fm,1,"wholesale trade and commission trade services, except of motor vehicles and motorcycles (market for)","wholesale trade and commission trade services, except of motor vehicles and motorcycles, (market for)",Meuro
M_TEXT,fm,1,textiles (market for),"textiles, (market for)",tonnes
M_TE_INCI,fm,1,incineration with energy recovery of textiles (market for),"incineration with energy recovery of textiles, (market for)",tonnes
M_TE_INCI_no_recov,fm,1,incineration without energy recovery of textiles (market for),"incineration without energy recovery of textiles, (market for)",tonnes
M_TE_LAND,fm,1,landfill of textiles (market for),"landfill of textiles, (market for)",tonnes
M_TE_RECY,fm,1,recycling of textiles (market for),"recycling of textiles, (market for)",tonnes
M_TLND,fm,1,other land transportation services (market for),"other land transportation services, (market for)",Meuro
M_TOBC,fm,1,tobacco products (market for),"tobacco products, (market for)",tonnes
M_TPIP,fm,1,transportation services via pipelines (market for),"transportation services via pipelines, (market for)",Meuro
M_TRAI,fm,1,railway transportation services (market for),"railway transportation services, (market for)",Meuro
M_TWAI,fm,1,inland water transportation services (market for),"inland water transportation services, (market for)",Meuro
M_TWAS,fm,1,sea and coastal water transportation services (market for),"sea and coastal water transportation services, (market for)",Meuro
M_Talld,fm,1,tallowtree seeds (market for),"tallowtree seeds, (market for)",tonnes
M_Tallw,fm,1,tallow (market for),"tallow, (market for)",tonnes
M_Tapia,fm,1,tapioca of cassava (market for),"tapioca of cassava, (market for)",tonnes
M_Tapis,fm,1,tapioca of potatoes (market for),"tapioca of potatoes, (market for)",tonnes
M_Taro,fm,1,taro (cocoyam) (market for),"taro (cocoyam), (market for)",tonnes
M_Teaa,fm,1,tea (market for),"tea, (market for)",tonnes
M_Tmand,fm,1,"tangerines, mandarins, clementines, satsumas (market for)","tangerines, mandarins, clementines, satsumas, (market for)",tonnes
M_Tobac,fm,1,tobacco leaves (market for),"tobacco leaves, (market for)",tonnes
M_Tomad,fm,1,"tomatoes, peeled (o/t vinegar) (market for)","tomatoes, peeled (o/t vinegar), (market for)",tonnes
M_Tomae,fm,1,paste of tomatoes (market for),"paste of tomatoes, (market for)",tonnes
M_Tomas,fm,1,"tomatoes, fresh (market for)","tomatoes, fresh, (market for)",tonnes
M_Trite,fm,1,triticale (market for),"triticale, (market for)",tonnes
M_Tung_nuts,fm,1,tung nuts (market for),"tung nuts, (market for)",tonnes
M_UN_INCI,fm,1,incineration with energy recovery of unsorted waste (market for),"incineration with energy recovery of unsorted waste, (market for)",tonnes
M_UN_INCI_no_recov,fm,1,incineration without energy recovery of unsorted waste (market for),"incineration without energy recovery of unsorted waste, (market for)",tonnes
M_UN_LAND,fm,1,landfill of unsorted waste (market for),"landfill of unsorted waste, (market for)",tonnes
M_UN_OTHE,fm,1,other disposal of unsorted waste (market for),"other disposal of unsorted waste, (market for)",tonnes
M_UN_RECY,fm,1,recycling of unsorted waste (market for),"recycling of unsorted waste, (market for)",tonnes
M_Vania,fm,1,vanilla (market for),"vanilla, (market for)",tonnes
M_Vegeh,fm,1,homogenized vegetable preparations (market for),"homogenized vegetable preparations, (market for)",tonnes
M_Vegleg_nes,fm,1,"broad beans, green (market for)","broad beans, green, (market for)",tonnes
M_Vetcs,fm,1,vetches (market for),"vetches, (market for)",tonnes
M_WATR,fm,1,"collected and purified water, distribution services of water (market for)","collected and purified water, distribution services of water, (market for)",Meuro
M_WHSP,fm,1,white spirit & sbp (market for),"white spirit & sbp, (market for)",tonnes
M_WOOD,fm,1,wood and products of wood and cork (except furniture); articles of straw and planting materials (market for),"wood and products of wood and cork (except furniture); articles of straw and planting materials, (market for)",tonnes
M_WOOL,fm,1,"wool, silk-worm cocoons, (market for)","wool, silk-worm cocoons, (market for)",tonnes
M_WOOW,fm,1,recycling of wood (market for),"recycling of wood, (market for)",tonnes
M_WO_OTHE,fm,1,other disposal of wood (market for),"other disposal of wood, (market for)",tonnes
M_Wafes,fm,1,wafers (market for),"wafers, (market for)",tonnes
M_Walnd,fm,1,"walnuts, without shell (market for)","walnuts, without shell, (market for)",tonnes
M_Walnl,fm,1,"walnuts, in shell (market for)","walnuts, in shell, (market for)",tonnes
M_Wates,fm,1,watermelons (market for),"watermelons, (market for)",tonnes
M_Wheat,fm,1,wheat (market for),"wheat, (market for)",tonnes
M_Whey_con,fm,1,"whey, condensed (market for)","whey, condensed, (market for)",tonnes
M_Whey_dry,fm,1,dry whey (market for),"dry whey, (market for)",tonnes
M_Wheye,fm,1,whey cheese (market for),"whey cheese, (market for)",tonnes
M_Wine,fm,1,wine (market for),"wine, (market for)",tonnes
M_Wres_ww,fm,1,"treatment of residential waste water, waste (market for)","treatment of residential waste water, waste (market for)",tonnes
M_Yams,fm,1,yams (market for),"yams, (market for)",tonnes
M_Yoght,fm,1,yoghurt (market for),"yoghurt, (market for)",tonnes
M_auto,fm,1,cars (market for),"cars, (market for)",items
M_bot_water,fm,1,"packaging, bottle, water, (market for)","packaging, bottle, water, (market for)",tonnes
M_bus,fm,1,"bus, (market for)","bus, (market for)",items
M_cOil_beans,fm,1,oil of castor beans (market for),"oil of castor beans, (market for)",tonnes
M_electricity,fm,1,"electricity, (market for)","electricity, (market for)",TJ
M_feed_ener,fm,1,animal feed energy (market for),"animal feed energy, (market for)",tonnes
M_feed_prot,fm,1,animal feed protein (market for),"animal feed protein, (market for)",tonnes
M_frtrop_nes,fm,1,"fruit, tropical (fresh) nes (market for)","fruit, tropical (fresh) nes, (market for)",tonnes
M_fuel_TAIR,fm,1,"fuel for domestic aviation, (market for)","fuel for domestic aviation, (market for)",TJ
M_fuel_TLND,fm,1,"fuel for road, (market for)","fuel for road, (market for)",TJ
M_fuel_TRAI,fm,1,fuel mix and combustion for rail transport(market for),fuel mix and combustion for rail transport(market for),tonnes
M_fuel_TWAS,fm,1,"fuel for domestic navigation, (market for)","fuel for domestic navigation, (market for)",TJ
M_heat_CONS,fm,1,"heat for construction, (market for)","heat for construction, (market for)",TJ
M_heat_FISH,fm,1,"heat for fishing, (market for)","heat for fishing, (market for)",TJ
M_heat_HOUS,fm,1,fuel mix and combustion for households (market for),fuel mix and combustion for households (market for),TJ
M_heat_STEL,fm,1,"heat for steel, (market for)","heat for steel, (market for)",TJ
M_heat_TPIP,fm,1,"heat for pipeline transport, (market for)","heat for pipeline transport, (market for)",TJ
M_heat_WOOD,fm,1,"heat for wood and wood products, (market for)","heat for wood and wood products, (market for)",tonnes
M_heat_agriculture,fm,1,"heat for agriculture, (market for)","heat for agriculture, (market for)",TJ
M_heat_chemicals,fm,1,"heat for chemical and petrochemical, (market for)","heat for chemical and petrochemical, (market for)",TJ
M_heat_commercial,fm,1,fuel mix and combustion for commercial and public services (market for),fuel mix and combustion for commercial and public services (market for),TJ
M_heat_food,fm,1,"heat for food processing, (market for)","heat for food processing, (market for)",TJ
M_heat_machinery,fm,1,"heat for machinery, (market for)","heat for machinery, (market for)",TJ
M_heat_mine,fm,1,heat for mining (market for),heat for mining (market for),TJ
M_heat_motor,fm,1,fuel mix and combustion for transport equipment(market for),fuel mix and combustion for transport equipment(market for),tonnes
M_heat_non_ferrous,fm,1,"heat for non-ferrous metals, (market for)","heat for non-ferrous metals, (market for)",tonnes
M_heat_non_metallic,fm,1,"heat for non-metallic minerals, (market for)","heat for non-metallic minerals, (market for)",TJ
M_heat_other,fm,1,"heat for industry not elsewhere specified, (market for)","heat for industry not elsewhere specified, (market for)",TJ
M_heat_paper,fm,1,"heat for paper, pulp and printing, (market for)","heat for paper, pulp and printing, (market for)",TJ
M_heat_textile,fm,1,"heat for textile and leather, (market for)","heat for textile and leather, (market for)",TJ
M_iwAlum,fm,1,"treatment of aluminium, industrial waste (market for)","treatment of aluminium, industrial waste (market for)",tonnes (service)
M_iwCons,fm,1,"treatment of construction waste,  industrial waste (market for)","treatment of construction waste,  industrial waste (market for)",tonnes (service)
M_iwCopp,fm,1,"treatment of copper, industrial waste (market for)","treatment of copper, industrial waste (market for)",tonnes (service)
M_iwDisc_eq,fm,1,"treatment of discarded equipment, industrial waste (market for)","treatment of discarded equipment, industrial waste (market for)",tonnes (service)
M_iwDisc_veh,fm,1,"treatment of discarded vehicles, industrial waste (market for)","treatment of discarded vehicles, industrial waste (market for)",tonnes (service)
M_iwFood,fm,1,"treatment of food, industrial waste (market for)","treatment of food, industrial waste (market for)",tonnes (service)
M_iwGlas,fm,1,"treatment of glass, industrial waste (market for)","treatment of glass, industrial waste (market for)",tonnes (service)
M_iwHazar,fm,1,"treatment of hazardous, industrial waste (market for)","treatment of hazardous, industrial waste (market for)",tonnes (service)
M_iwLead,fm,1,"treatment of lead, industrial waste (market for)","treatment of lead, industrial waste (market for)",tonnes (service)
M_iwMix_nonferr,fm,1,"treatment of mix metals non-ferrous, industrial waste (market for)","treatment of mix metals non-ferrous, industrial waste (market for)",tonnes (service)
M_iwPape,fm,1,"treatment of paper, industrial waste (market for)","treatment of paper, industrial waste (market for)",tonnes (service)
M_iwPape_special,fm,1,"treatment of paper, special industrial waste (market for)","treatment of paper, special industrial waste (market for)",tonnes
M_iwPlas,fm,1,"treatment of plastic, industrial waste (market for)","treatment of plastic, industrial waste (market for)",tonnes (service)
M_iwPrec,fm,1,"treatment of precious metals, industrial waste (market for)","treatment of precious metals, industrial waste (market for)",tonnes (service)
M_iwSewage,fm,1,"treatment of sludge, industrial waste (market for)","treatment of sludge, industrial waste (market for)",tonnes (service)
M_iwSteel,fm,1,"treatment of steel, industrial waste (market for)","treatment of steel, industrial waste (market for)",tonnes (service)
M_iwText,fm,1,"treatment of textiles, industrial waste (market for)","treatment of textiles, industrial waste (market for)",tonnes (service)
M_iwUnsort,fm,1,"treatment of unsorted waste, industrial waste (market for)","treatment of unsorted waste, industrial waste (market for)",tonnes (service)
M_iwWood,fm,1,"treatment of wood, industrial waste (market for)","treatment of wood, industrial waste (market for)",tonnes (service)
M_oFibrs,fm,1,fibre crops nes (market for),"fibre crops nes, (market for)",tonnes
M_oFru_cit,fm,1,"citrus fruit nes, (market for)","citrus fruit nes, (market for)",tonnes
M_oFru_fresh,fm,1,"fruit, fresh nes (market for)","fruit, fresh nes, (market for)",tonnes
M_oFru_pom,fm,1,pome fruit nes (market for),"pome fruit nes, (market for)",tonnes
M_oFru_ston,fm,1,"stone fruit, fresh nes (market for)","stone fruit, fresh nes, (market for)",tonnes
M_oVege_fresh,fm,1,"vegetables, fresh, not else specified (market for)","vegetables, fresh, not else specified (market for)",tonnes
M_palm,fm,1,oil palm fruit (market for),"oil palm fruit, (market for)",tonnes
M_truck,fm,1,trucks (market for),"trucks, (market for)",items
M_vOil_nes,fm,1,"oil of vegetable origin, not else specified (market for)","oil of vegetable origin, not else specified (market for)",tonnes
M_wAlum,fm,1,treatment of aluminium (market for),"treatment of aluminium, (market for)",
M_wAsh,fm,1,treatment of ash (market for),"treatment of ash, (market for)",
M_wBatt,fm,1,treatment of batteries and accumulators (market for),"treatment of batteries and accumulators, (market for)",tonnes (service)
M_wCons,fm,1,treatment of construction (market for),"treatment of construction, (market for)",tonnes (service)
M_wCopp,fm,1,treatment of copper (market for),"treatment of copper, (market for)",tonnes (service)
M_wDisc_eq,fm,1,treatment of discarded equipment (market for),"treatment of discarded equipment, (market for)",tonnes (service)
M_wDisc_veh,fm,1,treatment of discarded vehicles (market for),"treatment of discarded vehicles, (market for)",tonnes (service)
M_wFood,fm,1,treatment of food (market for),"treatment of food, (market for)",tonnes (service)
M_wGlas,fm,1,treatment of glass (market for),"treatment of glass, (market for)",tonnes (service)
M_wHazar,fm,1,treatment of hazardous (market for),"treatment of hazardous, (market for)",tonnes (service)
M_wLead,fm,1,treatment of lead (market for),"treatment of lead, (market for)",
M_wMix_met,fm,1,treatment of mix metals (market for),"treatment of mix metals, (market for)",
M_wMix_nonferr,fm,1,treatment of mix metals non-ferrous (market for),"treatment of mix metals non-ferrous, (market for)",
M_wPape,fm,1,treatment of paper (market for),"treatment of paper, (market for)",
M_wPlas,fm,1,treatment of plastic (market for),"treatment of plastic, (market for)",tonnes (service)
M_wPrec,fm,1,treatment of precious metals (market for),"treatment of precious metals, (market for)",tonnes (service)
M_wSewage,fm,1,treatment of sewage (market for),"treatment of sewage, (market for)",
M_wSteel,fm,1,treatment of steel (market for),"treatment of steel, (market for)",tonnes (service)
M_wText,fm,1,treatment of textiles (market for),"treatment of textiles, (market for)",
M_wUnsort,fm,1,treatment of unsorted waste (market for),"treatment of unsorted waste, (market for)",
M_wWood,fm,1,treatment of wood (market for),"treatment of wood, (market for)",tonnes
M_wpAlumi,fm,1,"treatment of aluminium packaging, (market for)","treatment of aluminium packaging, (market for)",tonnes
M_wpGlass,fm,1,"treatment of glass packaging, (market for)","treatment of glass packaging, (market for)",tonnes
M_wpPaper,fm,1,"treatment of paper packaging, (market for)","treatment of paper packaging, (market for)",tonnes
M_wpPlast,fm,1,"treatment of plastic packaging, (market for)","treatment of plastic packaging, (market for)",tonnes
M_wpSteel,fm,1,"treatment of steel packaging, (market for)","treatment of steel packaging, (market for)",tonnes
